ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x120.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage21/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
2501,res/model/collision_wall/collision_wall_collision.x,-24,1.5,-16,0,0,0,1,Collision,n,
2502,res/model/collision_wall/collision_wall_collision.x,-8,1.5,-16,0,0,0,1,Collision,n,
2503,res/model/collision_wall/collision_wall_collision.x,16,1.5,-16,0,0,0,1,Collision,n,
2504,res/model/collision_wall/collision_wall_collision.x,28,1.5,0,0,90,0,1,Collision,n,
2505,res/model/collision_wall/collision_wall_collision.x,16,1.5,16,0,0,0,1,Collision,n,
2506,res/model/collision_wall/collision_wall_collision.x,0,1.5,16,0,0,0,1,Collision,n,
2507,res/model/collision_wall/collision_wall_collision.x,-24,1.5,16,0,0,0,1,Collision,n,
2508,res/model/collision_wall/collision_wall_collision.x,-30,1.5,0,0,90,0,1,Collision,n,
2509,res/model/cubeWood/cube_wood_collision.x,-16,0,-24,0,0,0,1,Collision,n,
2510,res/model/cubeWood/cube_wood_collision.x,8,0,-24,0,0,0,1,Collision,n,
2511,res/model/cubeWood/cube_wood_collision.x,24,0,-8,0,0,0,1,Collision,n,
2512,res/model/cubeWood/cube_wood_collision.x,24,0,8,0,0,0,1,Collision,n,
2513,res/model/cubeWood/cube_wood_collision.x,8,0,24,0,0,0,1,Collision,n,
2514,res/model/cubeWood/cube_wood_collision.x,-16,0,24,0,0,0,1,Collision,n,
2515,res/model/cubeWood/cube_wood_collision.x,-28,0,28,0,0,0,1,Collision,n,
2516,res/model/cubeWood/cube_wood_collision.x,34,0,-28,0,0,0,1,Collision,n,
