ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
201,../collision_wall/collision_wall.x,0,1.5,19,0,90,0,1,meshmix2
202,../collision_wall/collision_wall.x,-8,1.5,10,0,0,0,1,meshmix2
203,../collision_wall/collision_wall.x,8,1.5,-10,0,0,0,1,meshmix2
204,../collision_wall/collision_wall.x,0,1.5,-19,0,90,0,1,meshmix2
213,../collision_moving_platform/collision_moving_platform.x,0,0.4,-4,0,0,0,1,meshmix2
214,../collision_moving_platform/collision_moving_platform.x,0,0.42,4,0,0,0,1,meshmix2
219,../cubeWood/cube_wood.x,9,0,20,0,0,0,1,normal
220,../cubeWood/cube_wood.x,-9,0,4,0,0,0,1,normal
221,../cubeWood/cube_wood.x,9,0,-4,0,0,0,1,normal
222,../cubeWood/cube_wood.x,-9,0,-21,0,0,0,1,normal
226,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
250,../plateLava.x,-9,0.02,12,0,0,0,0.75,meshmix2
251,../plateLava.x,9,0.02,-12,0,0,0,0.75,meshmix2
301,../fence.x,-11,0.5,-30,0,0,0,1,normal
302,../fence.x,-3,0.5,-30,0,0,0,1,normal
303,../fence.x,5,0.5,-30,0,0,0,1,normal
304,../fence.x,13,0.5,-30,0,0,0,1,normal
305,../fence.x,-11,0.5,30,0,0,0,1,normal
306,../fence.x,-3,0.5,30,0,0,0,1,normal
307,../fence.x,5,0.5,30,0,0,0,1,normal
308,../fence.x,13,0.5,30,0,0,0,1,normal
309,../fence.x,-15,0.5,-26,0,90,0,1,normal
310,../fence.x,-15,0.5,-18,0,90,0,1,normal
311,../fence.x,-15,0.5,-10,0,90,0,1,normal
312,../fence.x,-15,0.5,-2,0,90,0,1,normal
313,../fence.x,-15,0.5,6,0,90,0,1,normal
314,../fence.x,-15,0.5,14,0,90,0,1,normal
315,../fence.x,-15,0.5,22,0,90,0,1,normal
316,../fence.x,-15,0.5,30,0,90,0,1,normal
317,../fence.x,15,0.5,-26,0,90,0,1,normal
318,../fence.x,15,0.5,-18,0,90,0,1,normal
319,../fence.x,15,0.5,-10,0,90,0,1,normal
320,../fence.x,15,0.5,-2,0,90,0,1,normal
321,../fence.x,15,0.5,6,0,90,0,1,normal
322,../fence.x,15,0.5,14,0,90,0,1,normal
323,../fence.x,15,0.5,22,0,90,0,1,normal
324,../fence.x,15,0.5,30,0,90,0,1,normal
