ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
2,../ground/plateField64x128.x,0,0,0,0,0,0,1,meshmix2
103,../collision_wall/collision_wall.x,-7,1.5,-13,0,0,0,1,meshmix2
104,../collision_wall/collision_wall.x,7,1.5,12,0,0,0,1,meshmix2
105,../collision_wall/collision_wall.x,0,1.5,0,0,90,0,1,meshmix2
119,../cubeWood/cube_wood.x,-10,0,-10,0,0,0,1,normal
120,../cubeWood/cube_wood.x,-8,0,-10,0,0,0,1,normal
121,../cubeWood/cube_wood.x,-2,0,8,0,0,0,1,normal
122,../cubeWood/cube_wood.x,0,0,8,0,0,0,1,normal
123,../cubeWood/cube_wood.x,7,0,-2,0,0,0,1,normal
124,../cubeWood/cube_wood.x,9,0,-2,0,0,0,1,normal
125,../cubeWood/cube_wood.x,-9,0,20,0,0,0,1,normal
126,../cubeWood/cube_wood.x,-9,1.8,20,0,0,0,1,normal
129,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
201,../fence.x,-11,0.5,-30,0,0,0,1,normal
202,../fence.x,-3,0.5,-30,0,0,0,1,normal
203,../fence.x,5,0.5,-30,0,0,0,1,normal
204,../fence.x,13,0.5,-30,0,0,0,1,normal
205,../fence.x,-11,0.5,30,0,0,0,1,normal
206,../fence.x,-3,0.5,30,0,0,0,1,normal
207,../fence.x,5,0.5,30,0,0,0,1,normal
208,../fence.x,13,0.5,30,0,0,0,1,normal
209,../fence.x,-15,0.5,-26,0,90,0,1,normal
210,../fence.x,-15,0.5,-18,0,90,0,1,normal
211,../fence.x,-15,0.5,-10,0,90,0,1,normal
212,../fence.x,-15,0.5,-2,0,90,0,1,normal
213,../fence.x,-15,0.5,6,0,90,0,1,normal
214,../fence.x,-15,0.5,14,0,90,0,1,normal
215,../fence.x,-15,0.5,22,0,90,0,1,normal
216,../fence.x,-15,0.5,30,0,90,0,1,normal
217,../fence.x,15,0.5,-26,0,90,0,1,normal
218,../fence.x,15,0.5,-18,0,90,0,1,normal
219,../fence.x,15,0.5,-10,0,90,0,1,normal
220,../fence.x,15,0.5,-2,0,90,0,1,normal
221,../fence.x,15,0.5,6,0,90,0,1,normal
222,../fence.x,15,0.5,14,0,90,0,1,normal
223,../fence.x,15,0.5,22,0,90,0,1,normal
224,../fence.x,15,0.5,30,0,90,0,1,normal
